,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
431,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,60.92,21.000932835820894,N/A,4.57,5.25,7.56,7.26,23.47,208.67,217849295800.0,235530000000.0,15.98,1.16,1.17,13.93,201160000000.0,71120000000.0,16899999999.999998,10560000000.0,10.72,110.20,9.50,13600000000.0,16.01,31690000000.0,0.67,49.30,13600000000.0,0.64,1.59,88.92,7840000.0,2.51,0.83,7590000.0,225.13,967660000.0,N/A
432,N/A,N/A,unm,N/A,N/A,N/A,N/A,N/A,30.69,11.894736842105262,N/A,1.21,8.81,13.86,1.55,10.72,49.83,11568149000.0,13380000000.0,9.47,2.03,1.18,8.02,11050000000.0,3670000000.0,1670000000.0,994200000.0,4.37,11.10,1.50,1120000000.0,5.54,2940000000.0,8.71,43.02,11.10,1.38,0.35,94.74,4600000.0,3.64,2.25,3350000.0,51.98,222550000.0,N/A
433,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,68.17,9.917664670658683,N/A,4.16,50.43,38.36,8.97,47.83,26.60,104300025000.0,117070000000.0,15.74,0.96,5.51,11.42,21240000000.0,16989999999.999998,10250000000.0,10710000000.0,13.36,563.80,5.50,7230000000.0,1.75,16940000000.000002,1.02,31.83,7230000000.0,0.99,0.10,82.46,9480000.0,2.71,1.17,8770000.0,132.50,787170000.0,N/A
434,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,75.63,18.663101604278076,N/A,87.32,7.45,11.43,10.97,673.06,75.63,71935182000.0,106150000000.0,13.32,1.34,1.61,10.82,60910000000.0,47080000000.0,9810000000.0,4910000000.0,5.61,11.20,11.20,6470000000.0,4.74,20280000000.0,1.22,1.20,1480000000.0,0.73,0.01,69.39,8060000.000000001,3.01,1.17,9370000.0,104.70,687060000.0,N/A
435,N/A,N/A,urbn,N/A,N/A,N/A,N/A,N/A,31.23,23.69333333333333,N/A,2.99,4.81,7.67,8.89,13.52,31.23,3847205000.0,3490000000.0,18.32,2.11,0.98,8.67,3550000000.0,1240000000.0,401890000.0,171230000.0,1.50,2.50,3.50,414900000.0,3.03,0.96,2.29,11.87,355200000.0,0.71,38.69,79.53,20420000.0,9.24,31.04,23220000.0,35.54,108250000.0,N/A
436,N/A,N/A,usb,N/A,N/A,N/A,N/A,N/A,12.20,15.6980056980057,N/A,2.09,30.39,37.59,1.38,12.81,12.20,91466000000.0,124030000000.0,12.58,1.78,6.06,14.96,22740000000.0,11680000000.0,48910000000.0,5910000000.0,3.51,19.70,7.00,5340000000.0,11.78,48910000000.0,20460000000.0,26.34,19.70,0.96,0.15,75.46,13960000.0,2.4,0.83,14410000.0,55.10,1660000000.0,N/A
437,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,87.11,22.677192982456138,N/A,3.49,7.61,13.21,5.29,16.13,75.74,103379562800.0,119640000000.0,16.49,2.46,2.00,11.91,59840000000.0,15880000000.0,10040000000.0,4550000000.0,5.70,7.00,7.00,5630000000.0,11.23,27480000000.0,1.35,37.05,5630000000.0,1.09,0.07,83.70,11460000.0,4.19,1.63,11590000.0,129.26,799780000.0,N/A
438,N/A,N/A,v,N/A,N/A,N/A,N/A,N/A,49.76,40.00996677740864,N/A,9.73,38.12,66.99,12.03,21.96,8.20,216774000000.0,279970000000.0,23.20,1.52,14.93,21.81,18360000000.0,15730000000.0,12840000000.0,6900000000.0,3.01,25.40,9.00,9210000000.0,5.12,16620000000.000002,2.07,12.37,9460000000.0,1.09,0.10,94.74,3.9,0.00,0.00,3.9,120.43,1800000000.0,N/A
439,N/A,N/A,vale,N/A,N/A,N/A,N/A,N/A,59.40,13.524752475247524,N/A,1.59,15.24,34.27,7.15,15.36,6.44,71305200000.0,95610000000.0,10.12,0.56,2.88,6.38,94630000000.0,33490000000.000004,14980000000.0,6570000000.0,1.01,287.80,31.00,21640000000.0,0.89,26520000000.0,1.86,8.57,11140000000.0,2.17,0.00,19.61,93340000.0,3.47,0.00,104480000.0,13.66,5220000000.0,N/A
440,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,24.44,90.32330827067668,N/A,7.94,4.49,17.10,8.40,8.75,29.83,10967869000.0,10630000000.0,24.98,3.48,3.87,19.59,2670000000.0,1160000000.0,542700000.0,136700000.0,1.33,12.80,12.80,399100000.0,9.16,1.06,1.46,15.14,495900000.0,15.14,0.30,102.53,7060000.0,8.43,7.58,7630000.0,120.13,91300000.0,N/A
441,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,111.32,31.302521008403364,N/A,7.46,7.96,13.01,9.30,23.27,30.17,29438675000.0,35910000000.0,19.20,2.34,2.95,19.12,12020000000.0,5820000000.0,1880000000.0,1030000000.0,2.38,5.40,5.40,1480000000.0,3.91,4380000000.0,1.47,9.98,1440000000.0,0.72,0.69,87.62,15640000.0,6.38,4.57,15620000.0,74.50,395150000.0,N/A
442,N/A,N/A,viab,N/A,N/A,N/A,N/A,N/A,148.10,6.592814371257486,N/A,2.03,15.49,20.84,7.35,35.58,32.43,11656617300.0,23470000000.0,7.74,1.15,1.80,8.00,13260000000.0,5830000000.0,2930000000.0,2009999999.9999998,5.01,33.80,45.93,1670000000.0,0.98,10190000000.0,1.41,16.27,1520000000.0,1.82,0.27,95.82,27930000.0,7.27,7.27,25100000.0,33.03,352910000.0,N/A
443,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,39.98,9.91593886462882,N/A,1.95,4.32,3.89,19.75,19.75,212.62,39745391400.0,44120000000.0,11.21,0.41,0.47,7.80,75660000000.0,10440000000.0,5650000000.0,4059999999.9999995,9.16,569.00,35.50,4820000000.0,11.83,8490000000.0,93980000000.0,46.51,569.00,1.08,0.32,83.54,16620000.000000002,4.66,3.71,19230000.0,90.83,437580000.0,N/A
444,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,57.46,27.36322869955157,N/A,3.25,15.45,16.18,4.38,12.44,29.36,16143451200.0,19210000000.0,21.91,1.31,4.94,20.54,3590000000.0,326160000.0,935250000.0,593390000.0,4.46,138.90,12.00,644590000.0,1.07,2850000000.0,1.49,37.50,644680000.0,1.01,0.23,93.51,4150000.0000000005,3.48,3.15,3790000.0,122.04,132280000.0,N/A
445,N/A,N/A,vno,N/A,N/A,N/A,N/A,N/A,169.96,76.69411764705882,N/A,3.59,10.89,29.66,2.03,3.73,11.02,12384796200.0,21950000000.0,38.12,3.44,10.51,20.55,2080000000.0,1200000000.0,1070000000.0000001,175200000.0,0.85,57.45,57.45,860140000.0,9.71,10190000000.0,6.98,18.14,860140000.0,1.05,9.42,89.69,3270000.0,2.81,2.39,3550000.0,65.19,189980000.0,N/A
446,N/A,N/A,vrsn,N/A,N/A,N/A,N/A,N/A,11.61,31.442934782608692,N/A,457250000.0,39.24,60.74,16.77,943920000.0,11.61,11292138900.0,11290000000.0,23.61,3.32,9.69,14.91,1140000000.0,943920000.0,757600000.0,457250000.0,3.68,3.20,3.20,667950000.0,24.86,2410000000.0,1.57,457250000.0,702760000.0,0.97,1.17,126.63,14140000.0,17.82,23.06,14140000.0,115.71,97590000.0,N/A
447,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,104.14,15.134969325153376,N/A,1.64,32.94,29.74,2.80,10.82,10.02,17574414600.0,30170000000.0,28.36,3.94,8.48,15.90,3570000000.0,2080000000.0,1900000000.0,1170000000.0,3.26,307.50,3.80,1440000000.0,0.24,11420000000.0,0.68,30.13,1450000000.0,0.13,0.44,93.68,6290000.0,4.05,2.34,5520000.0,49.34,356190000.0,N/A
448,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,262.03,6.516304347826087,N/A,4.54,23.88,21.75,6.84,88.91,30.86,195676800000.0,319580000000.0,10.29,1.87,2.54,7.20,125980000000.0,74560000000.0,44370000000.0,30100000000.0,7.36,314.60,5.00,22710000000.0,0.51,117090000000.0,0.90,10.56,25300000000.0,0.69,0.03,66.32,33710000.0,1.9,0.83,36170000.0,47.96,4080000000.0,N/A
449,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,89.43,816.92,N/A,7.26,0.88,30.05,8.67,0.89,28.94,16242411900.0,14800000000.0,22.79,2.54,6.41,18.50,2170000000.0,1280000000.0,799970000.0,20310000.0,0.25,9.30,9.30,629080000.0,42.71,2310000000.0,2310000000.0,28.11,697640000.0,1.33,4.52,97.61,2900000.0,5.58,3.79,2670000.0,204.23,79530000.0,N/A
450,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,106.91,66.9296875,N/A,2.26,1.93,16.34,6.95,3.51,68.29,25491965200.0,30900000000.0,6.90,0.20,1.54,5.72,19090000000.0,6070000000.0,5400000000.0,1.28,1.28,9.20,9.20,3440000000.0,21.18,12050000000.0,2.55,37.95,4250000000.0,1.08,0.24,87.16,9330000.0,2.59,3.51,7310000.0,85.67,297560000.0,N/A
451,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,116.24,15.862796833773086,N/A,2.01,15.74,23.34,3.62,13.05,24.24,18972669600.0,30210000000.0,17.23,4.26,3.95,11.69,7470000000.0,2640000000.0,2580000000.0,1200000000.0,3.79,123.10,4.70,2100000000.0,0.12,11030000000.0,0.57,29.98,2080000000.0,29.98,0.20,74.61,8680000.0,5.33,2.76,7530000.0,60.12,315580000.0,N/A
452,N/A,N/A,wfc,N/A,N/A,N/A,N/A,N/A,17.30,14.56829268292683,N/A,1.59,25.84,34.73,1.16,10.99,17.30,292079700000.0,230250000000.0,11.10,1.34,2.68,2.72,94180000000.0,51190000000.0,337070000000.0,20550000000.0,4.10,20.90,3.30,54450000000.0,81.88,337070000000.0,85860000000.0,37.46,20.90,1.06,79.58,0.00,79.58,0.16,0.00,79.58,59.73,4890000000.0,N/A
453,N/A,N/A,wgo,N/A,N/A,N/A,N/A,N/A,59.35,16.877551020408163,N/A,2.86,4.43,7.25,8.79,18.16,55.45,1309141000.0,1560000000.0,10.80,2.40,0.89,9.75,1550000000.0,222580000.0,159610000.0,77550000.0,2.45,35.20,83.50,97130000.0,1.72,271010000.0,1.88,14.43,126730000.0,1.27,3.80,87.37,42.5,0.00,0.00,42.5,41.35,31660000.0,N/A
454,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,101.75,35.38085106382979,N/A,2.81,1.65,6.53,4.43,6.21,289.95,11755040100.0,16520000000.0,9.57,0.98,0.78,8.09,21250000000.0,3600000000.0,2040000000.0,4.70,4.70,0.80,0.80,1260000000.0,16.92,5220000000.0,0.93,59.13,1260000000.0,1.69,0.70,94.89,3950000.0,3.05,5.43,4260000.0,166.29,70690000.0,N/A
455,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,38.24,0.7680412371134021,N/A,0.52,170420000.0,7.34,2.10,2610000000.0,38.24,272521000.0,10990000000.0,170420000.0,1.94,1.94,6.09,5390000000.0,2610000000.0,1810000000.0,1.94,1.94,11.40,11.40,924400000.0,0.31,10780000000.0,0.77,2.85,927700000.0,2.85,1.60,63.07,31100000.0,8.09,19.31,36280000.0,1.49,182900000.0,N/A
456,N/A,N/A,wm,N/A,N/A,N/A,N/A,N/A,157.08,19.068027210884352,N/A,6.05,13.46,18.09,7.67,34.31,33.01,36467310300.0,49670000000.0,19.07,1.67,3.43,12.43,13610000000.0,5120000000.0,9490000000.0,1950000000.0,4.41,171.50,5.50,2960000000.0,0.05,9490000000.0,0.80,13.89,3180000000.0,0.66,0.49,81.04,50.1,0.08,0.00,0.49,84.09,433670000.0,N/A
457,N/A,N/A,wmb,N/A,N/A,N/A,N/A,N/A,141.57,49.344827586206904,N/A,2.92,5.90,23.56,2.52,6.35,9.91,23664160800.0,45280000000.0,28.62,3.10,5.66,12.47,7500000000.0,4190000000.0000005,3630000000.0,0.58,0.58,53.67,53.67,3660000000.0,1.42,21070000000.0,0.97,9.82,3400000000.0,1.65,0.11,89.93,12980000.0,2.33,1.61,12980000.0,28.62,826840000.0,N/A
458,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,63.72,24.275862068965516,N/A,3.57,2.31,4.51,6.70,15.24,163.83,270899200000.0,349060000000.0,17.17,2.82,0.70,10.62,485870000000.0,124620000000.0,32860000000.0,11440000000.0,3.77,4.20,4.20,31530000000.0,2.37,50280000000.0,0.81,25.66,28810000000.0,0.19,51.61,30.64,51.61,0.00,0.00,51.61,91.52,2960000000.0,N/A
459,N/A,N/A,wpx,N/A,N/A,N/A,N/A,N/A,68.69,451.3333333333333,N/A,1.37,394630000.0,N/A,54.90,54.90,2.94,5391086400.0,8400000000.0,451.33,0.11,7.50,13.84,1370000000.0,1370000000.0,2860000000.0,0.03,0.03,54.90,54.90,1320000000.0,0.03,2860000000.0,1.02,9.87,54.90,2.85,0.84,102.50,26390000.0,3.83,6.69,25350000.0,13.54,398160000.0,N/A
460,N/A,N/A,wtw,N/A,N/A,N/A,N/A,N/A,19.67,42.426035502958584,N/A,29.00,9.02,20.96,12.83,585500000.0,19.67,4626801000.0,6430000000.0,39.61,5.10,5.10,20.33,1160000000.0,585500000.0,316370000.0,113840000.0,1.69,22.60,15.30,119040000.0,2.76,1940000000.0,0.96,29.00,209930000.0,4.2,11.15,93.06,7920000.0,4.6,36.81,6300000.0,71.70,64530000.0,N/A
461,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,11.81,10.355670103092784,N/A,1.94,457710000.0,18.68,6.92,2150000000.0,11.81,849204300.0,11490000000.0,10.36,2.79,2.08,8.88,5420000000.0,2150000000.0,1290000000.0,1.94,1.94,4.90,4.90,1040000000.0,1.83,3030000000.0,0.14,1.94,735800000.0,0.95,0.25,111.45,42270000.0,11.43,11.76,39990000.0,20.09,42270000.0,N/A
462,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,71.93,30.22608695652174,N/A,2.89,12.37,18.06,4.00,4.09,9.28,26282036000.0,34350000000.0,23.02,5.14,4.93,19.19,6370000000.0,1440000000.0,1790000000.0,1.15,1.15,9.00,9.00,3030000000.0,0.66,6510000000.0,1.48,12.01,9.00,1.5,1.10,77.87,12670000.0,4.37,1.71,11850000.0,34.76,756100000.0,N/A
463,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,936.67,14.41904761904762,N/A,19.67,18.88,22.16,121.51,121.51,44.79,12273089600.0,17850000000.0,14.58,1.32,3.87,14.45,5600000000.0,2870000000.0,1240000000.0,8.40,8.40,189.30,57.71,1.27,2.85,5900000000.0,4610000000.0,6.16,189.30,1.43,2.83,94.72,6110000.0,5.65,6.65,6450000.0,121.12,101330000.0,N/A
464,N/A,N/A,wynn,N/A,N/A,N/A,N/A,N/A,61.78,22.851648351648354,N/A,51.65,11.85,16.74,271.08,271.08,61.78,17098480800.000002,23970000000.0,18.22,2.73,3.80,14.89,4470000000.0,1690000000.0,1610000000.0,747180000.0,7.28,326.00,29.90,970550000.0,30.2,10180000000.0,6310000000.0,3.22,326.00,2.1,22.13,73.35,22.13,0.00,0.00,22.13,166.36,102780000.0,N/A
465,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,81.39,19.570776255707763,N/A,2.26,3.16,4.21,3.39,13.83,70.08,7500071400.0,10.64,10.64,0.94,0.74,8.85,10260000000.0,11570000000.0,1020000000.0,2.19,2.19,18.20,18.20,1550000000.0,8.87,2700000000.0,1.75,18.96,18.20,4.22,0.88,69.52,19660000.0,1.64,11.35,20580000.0,42.86,174990000.0,N/A
466,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,134.56,19.422222222222224,N/A,1.94,10.07,19.20,10.22,10.22,22.41,22189112000.0,37620000000.0,16.87,2.95,3.30,9.92,11110000000.0,4290000000.0,3790000000.0,1150000000.0,2.25,0.00,0.00,3050000000.0,0.34,15390000000.0,11400000000.0,22.53,0.00,22.53,0.20,75.18,12370000.0,3.8,2.44,10870000.0,43.70,507760000.0,N/A
467,N/A,N/A,xl,N/A,N/A,N/A,N/A,N/A,28.10,10.852130325814535,N/A,1.13,251910000.0,N/A,2820000000.0,2820000000.0,43.59,11086098999.999998,10790000000.0,10.85,0.53,0.95,4.39,10550000000.0,2820000000.0,3220000000.0,3.99,3.99,0.30,0.30,915340000.0,13.42,3220000000.0,0.27,38.47,0.30,0.8,47.00,0.00,47.00,0.00,0.00,47.00,43.30,256029999.99999997,N/A
468,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,73.67,35.65625,N/A,7.37,20.20,29.43,9.15,20.65,9.93,17444977200.0,15830000000.0,23.85,3.58,6.39,19.99,2350000000.0,1640000000.0,791840000.0,500150000.0,1.92,7.80,7.80,934130000.0,13.9,1740000000.0,9.08,9.28,884050000.0,0.79,0.27,95.77,6930000.0,3.19,3.13,9280000.0,68.46,254820000.0,N/A
469,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,21.46,16.174946004319654,N/A,1.74,8.07,8.26,10.94,10.94,57.40,317533600000.0,357450000000.0,15.93,0.74,1.46,9.18,218610000000.0,82510000000.0,38930000000.0,19710000000.0,4.63,389.70,25.60,22080000000.0,1.01,40610000000.0,244360000000.0,43.02,389.70,0.67,0.13,54.34,32860000.0,3.79,0.78,33100000.0,74.89,4240000000.0,N/A
470,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,21.66,20.229965156794425,N/A,1.78,227850000.0,13.14,2.77,491850000.0,16.96,13335220800.0,14670000000.0,20.23,3.47,3.76,17.86,3750000000.0,1520000000.0,821700000.0,2.87,2.87,0.00,5.80,563400000.0,1.61,1620000000.0,2.33,32.57,595400000.0,1.15,0.74,99.78,8109999.999999999,3.78,3.55,8109999.999999999,58.06,229680000.0,N/A
471,N/A,N/A,xrx,N/A,N/A,N/A,N/A,N/A,100.18,42.7887323943662,N/A,1.47,1.90,9.07,3.41,3.86,40.36,7735051800.0,12280000000.0,8.19,4.13,1.20,8.42,10770000000.0,4260000000.0,1460000000.0,0.71,0.71,0.50,0.50,1090000000.0,5.08,5520000000.0,1.91,20.64,0.50,0.87,3.72,86.73,5300000.0,2.2,2.33,6470000.0,30.38,254610000.0,N/A
472,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,87.34,41.08196721311476,N/A,5.40,7.03,12.34,5.45,13.97,26.21,13524882000.000002,15320000000.0,22.38,1.95,3.26,18.80,3770000000.0,1460000000.0,2200000000.0,1.83,1.83,41.50,16.60,1130000000.0,2.3,2200000000.0,1.88,13.91,41.50,0.86,0.61,90.72,3570000.0,3.91,2.00,4090000.0,75.18,179900000.0,N/A
473,N/A,N/A,yum,N/A,N/A,N/A,N/A,N/A,16.94,20.639257294429708,N/A,63.30,22.80,28.51,19.42,2870000000.0,16.94,393718600.0,34200000000.000004,20.37,1.72,5.82,17.73,6370000000.0,2870000000.0,1930000000.0,1340000000.0,3.77,77.00,44.93,1200000000.0,4.58,9800000000.0,1.66,63.30,1030000000.0,0.67,0.25,77.19,5060000.0,2.62,1.44,3880000.0,77.81,5060000.0,N/A
474,N/A,N/A,zion,N/A,N/A,N/A,N/A,N/A,12.88,21.496153846153845,N/A,1.55,22.90,38.45,0.91,7.73,12.88,11039951700.0,14190000000.0,13.97,1.51,5.49,22.87,2470000000.0,1580000000.0,5360000000.0,2.60,2.60,10.60,10.60,596070000.0,10.08,5360000000.0,2580000000.0,36.01,10.60,1.55,1.68,95.12,17490000.0,7.69,8.77,17080000.0,55.89,197530000.0,N/A
475,N/A,N/A,znga,N/A,N/A,N/A,N/A,N/A,0.99,118.33333333333333,N/A,1.88,3.09,2.99,0.83,1.65,0.99,2775354500.0,2430000000.0,19.72,0.85,2.82,43.29,741420000.0,502870000.0,56020000.0,26640000.0,0.03,22.40,22.40,60020000.0,0.78,2.78,2.94,1.89,94580000.0,0.16,2.05,81.62,18240000.0,1.7,2.36,20140000.0,3.55,781790000.0,N/A
